nconst,character,start,end
nm4941776,Todd,1773000,1810000
nm0064769,Robert Singer,1774000,1810000
nm2281371,Ashley Barrett,1774000,1810000
nm7636245,Lamar Bishop,1774000,1810000
nm4707628,Victoria Neuman,1781000,1810000
nm0010075,Soldier Boy,1810000,1837000
nm1102278,Homelander,1815000,1837000
nm4707628,Victoria Neuman,1819000,1837000
nm0064769,Robert Singer,1830000,1837000
nm2281371,Ashley Barrett,1830000,1837000
nm7636245,Lamar Bishop,1830000,1837000
nm1102278,Homelander,1837000,1892000
nm1102278,Homelander,1892000,1972000
nm4707628,Victoria Neuman,1892000,1972000
nm1900772,A-Train,1972000,1976000
nm1900772,A-Train,1976000,2078000
nm2281371,Ashley Barrett,1976000,2078000
nm7636245,Lamar Bishop,2078000,2083000
nm0022306,Mother's Milk,2083000,2138000
nm6150071,Frenchie,2083000,2138000
nm11194853,Janine,2138000,2149000
nm4941776,Todd,2138000,2149000
nm0022306,Mother's Milk,2140000,2149000
nm1102278,Homelander,2143000,2149000
nm6150071,Frenchie,2144000,2149000
nm7232332,Kimiko,2149000,2376000
nm6150071,Frenchie,2151000,2376000
nm3929195,Starlight,2376000,2415000
nm1082823,Buster Beaver,2415000,2568000
nm1756121,Black Noir,2415000,2568000
nm8323958,Sheep Black Noir,2430000,2568000
nm0002064,Meerkat Stan Edgar,2435000,2568000
nm0010075,Eagle Soldier Boy,2461000,2568000
nm0095746,Horse Tessa,2474000,2568000
nm1660027,Horse Tommy,2474000,2568000
nm0390229,Fox Crimson Countess,2508000,2568000
nm0217221,Two Birds,2553000,2568000
nm0022306,Mother's Milk,2568000,2576000
nm4941776,Todd,2576000,2692000
nm0022306,Mother's Milk,2578000,2692000
nm11194853,Janine,2579000,2692000
nm2204675,Monique,2587000,2692000
nm3929195,Starlight,2692000,2697000
nm1102278,Homelander,2697000,2817000
nm3929195,Starlight,2697000,2817000
nm0010075,Soldier Boy,2819000,2859000
nm4425051,Hughie,2819000,2859000
nm1837990,Mindstorm,2859000,2888000
nm0010075,Soldier Boy,2861000,2888000
nm4425051,Hughie,2861000,2888000
nm0881631,Butcher,2888000,2997000
nm1837990,Mindstorm,2888000,2997000
nm4425051,Hughie,2888000,2997000
nm0881631,Butcher,2997000,3181000
nm8133624,Teen Butcher,2999000,3181000
nm5385972,Teen Lenny,3003000,3181000
nm1895271,Sam,3059000,3181000
nm0881631,Butcher,3181000,3210000
nm4425051,Hughie,3182000,3210000
nm1837990,Mindstorm,3183000,3210000
nm1837990,Mindstorm,3210000,3301000
nm0010075,Soldier Boy,3215000,3301000
nm0881631,Butcher,3215000,3301000
nm4425051,Hughie,3215000,3301000
nm0010075,Soldier Boy,3301000,3312000
nm0881631,Butcher,3312000,3334000
nm3929195,Starlight,3334000,3383000
nm0881631,Butcher,3335000,3383000
nm0881631,Butcher,3383000,3449000
nm4425051,Hughie,3383000,3449000
nm3929195,Starlight,3449000,3572000
nm6150071,Frenchie,3450000,3572000
nm7232332,Kimiko,3450000,3572000
nm1102278,Homelander,3572000,3599000
nm0010075,Soldier Boy,3599000,3657000
nm1102278,Homelander,3602000,3657000
