nconst,character,start,end
nm2003700,The Deep,70000,136000
nm1900772,A-Train,101000,136000
nm1756121,Black Noir,129000,136000
nm1102278,Homelander,136000,232000
nm1756121,Black Noir,138000,232000
nm2003700,The Deep,138000,232000
nm2281371,Ashley Barrett,138000,232000
nm1102278,Homelander,232000,266000
nm1756121,Black Noir,232000,266000
nm1756121,Black Noir,266000,288000
nm9692502,Woman from accounting,266000,288000
nm0010075,Soldier Boy,300000,450000
nm4425051,Hughie,300000,450000
nm0881631,Butcher,301000,450000
nm7232332,Kimiko,450000,492000
nm3117780,Yevgenny,492000,497000
nm7232332,Kimiko,492000,497000
nm3929195,Starlight,497000,609000
nm0022306,Mother's Milk,499000,609000
nm1900772,A-Train,612000,742000
nm2281371,Ashley Barrett,623000,742000
nm1102278,Homelander,742000,843000
nm2003700,The Deep,742000,843000
nm2068715,Cassandra,744000,843000
nm1102278,Homelander,843000,987000
nm0010075,Soldier Boy,987000,1013000
nm0668702,U.S.S.R. Officer,987000,1013000
nm0095746,Tessa,1013000,1037000
nm0668702,U.S.S.R. Officer,1013000,1037000
nm1660027,Tommy,1013000,1037000
nm0010075,Soldier Boy,1021000,1037000
nm4425051,Hughie,1025000,1037000
nm4425051,Hughie,1037000,1193000
nm0010075,Soldier Boy,1040000,1193000
nm0010075,Soldier Boy,1193000,1222000
nm0881631,Butcher,1193000,1222000
nm4425051,Hughie,1193000,1222000
nm0095746,Tessa,1222000,1273000
nm1660027,Tommy,1222000,1273000
nm2003700,The Deep,1222000,1273000
nm1102278,Homelander,1273000,1303000
nm6021290,Hailey Miller,1273000,1303000
nm3929195,Starlight,1279000,1303000
nm4707628,Victoria Neuman,1303000,1391000
nm3929195,Starlight,1305000,1391000
nm1102278,Homelander,1309000,1391000
nm6021290,Hailey Miller,1314000,1391000
nm2281371,Ashley Barrett,1327000,1391000
nm3929195,Starlight,1391000,1597000
nm4707628,Victoria Neuman,1391000,1597000
nm7232332,Kimiko,1597000,1611000
nm7232332,Kimiko,1611000,1617000
nm7343952,Cherie,1611000,1617000
nm6150071,Frenchie,1617000,1838000
nm3117780,Yevgenny,1618000,1838000
nm2316016,Little Nina,1627000,1838000
nm7343952,Cherie,1631000,1838000
nm0022306,Mother's Milk,1838000,1953000
nm3929195,Starlight,1839000,1953000
nm0022306,Mother's Milk,1953000,1961000
nm3929195,Starlight,1953000,1961000
nm0022306,Mother's Milk,1961000,2083000
nm3929195,Starlight,1965000,2083000
nm7718443,Love Sausage,1968000,2083000
nm0022306,Mother's Milk,2083000,2121000
nm3929195,Starlight,2083000,2121000
nm5213022,Termite,2084000,2121000
nm4425051,Hughie,2121000,2130000
nm0881631,Butcher,2124000,2130000
nm0010075,Soldier Boy,2130000,2166000
nm0881631,Butcher,2130000,2166000
nm4425051,Hughie,2130000,2166000
nm0917060,Blue Hawk,2167000,2210000
nm3929195,Starlight,2167000,2210000
nm4425051,Hughie,2210000,2225000
nm3929195,Starlight,2225000,2244000
nm2003700,The Deep,2244000,2268000
nm3929195,Starlight,2244000,2268000
nm0095746,Tessa,2268000,2283000
nm1660027,Tommy,2268000,2283000
nm4425051,Hughie,2283000,2316000
nm5756305,Male Supe,2285000,2316000
nm0095746,Tessa,2299000,2316000
nm1660027,Tommy,2299000,2316000
nm1900772,A-Train,2316000,2393000
nm4425051,Hughie,2316000,2393000
nm3929195,Starlight,2393000,2452000
nm4425051,Hughie,2394000,2452000
nm1900772,A-Train,2395000,2452000
nm0010075,Soldier Boy,2452000,2463000
nm3929195,Starlight,2455000,2463000
nm4425051,Hughie,2455000,2463000
nm3929195,Starlight,2463000,2529000
nm4425051,Hughie,2463000,2529000
nm0022306,Mother's Milk,2529000,2534000
nm0010075,Soldier Boy,2534000,2587000
nm0022306,Mother's Milk,2535000,2587000
nm0010075,Soldier Boy,2587000,2638000
nm0881631,Butcher,2587000,2638000
nm0022306,Mother's Milk,2590000,2638000
nm0095746,Tessa,2638000,2645000
nm1660027,Tommy,2638000,2645000
nm0010075,Soldier Boy,2645000,2654000
nm0095746,Tessa,2646000,2654000
nm1660027,Tommy,2646000,2654000
nm0022306,Mother's Milk,2654000,2669000
nm0881631,Butcher,2654000,2669000
nm0010075,Soldier Boy,2669000,2728000
nm0095746,Tessa,2669000,2728000
nm1660027,Tommy,2669000,2728000
nm3929195,Starlight,2728000,2747000
nm4425051,Hughie,2728000,2747000
nm7718443,Love Sausage,2753000,2757000
nm2003700,The Deep,2757000,2767000
nm0917060,Blue Hawk,2771000,2839000
nm1900772,A-Train,2776000,2839000
nm5213022,Termite,2839000,2844000
nm1102278,Homelander,2844000,2850000
nm0881631,Butcher,2850000,2874000
nm0022306,Mother's Milk,2874000,2881000
nm0881631,Butcher,2876000,2881000
nm0010075,Soldier Boy,2881000,2902000
nm0881631,Butcher,2882000,2902000
nm1102278,Homelander,2902000,2937000
nm0010075,Soldier Boy,2905000,2937000
nm0881631,Butcher,2905000,2937000
nm0010075,Soldier Boy,2937000,2973000
nm1102278,Homelander,2937000,2973000
nm0010075,Soldier Boy,2973000,2980000
nm0022306,Mother's Milk,2973000,2980000
nm1102278,Homelander,2973000,2980000
nm0022306,Mother's Milk,2980000,3002000
nm3929195,Starlight,2980000,3002000
nm0010075,Soldier Boy,2984000,3002000
nm1102278,Homelander,2984000,3002000
nm0010075,Soldier Boy,3002000,3017000
nm1102278,Homelander,3002000,3017000
nm0881631,Butcher,3017000,3083000
nm0010075,Soldier Boy,3020000,3083000
nm1102278,Homelander,3020000,3083000
nm0881631,Butcher,3083000,3137000
nm4425051,Hughie,3083000,3137000
nm1102278,Homelander,3085000,3137000
nm0010075,Soldier Boy,3091000,3137000
nm0022306,Mother's Milk,3137000,3142000
nm0010075,Soldier Boy,3142000,3167000
nm0881631,Butcher,3144000,3167000
nm4425051,Hughie,3145000,3167000
nm0022306,Mother's Milk,3148000,3167000
nm3929195,Starlight,3148000,3167000
nm7343952,Cherie,3167000,3270000
nm6150071,Frenchie,3172000,3270000
nm7232332,Kimiko,3173000,3270000
nm1102278,Homelander,3270000,3287000
nm3929195,Starlight,3288000,3408000
nm0022306,Mother's Milk,3294000,3408000
