nconst,character,start,end
nm6150071,Frenchie,2600000,2773000
nm7232332,Kimiko,2600000,2773000
nm6150071,Frenchie,2773000,2785000
nm2316016,Little Nina,2785000,2787000
nm7232332,Kimiko,2787000,2798000
nm0390229,Crimson Countess,2803000,2811000
nm0736622,SirCumsALot779,2811000,2893000
nm0390229,Crimson Countess,2813000,2893000
nm0881631,Butcher,2897000,2907000
nm0390229,Crimson Countess,2898000,2907000
nm0022306,Mother's Milk,2907000,2975000
nm0390229,Crimson Countess,2907000,2975000
nm0881631,Butcher,2907000,2975000
nm0022306,Mother's Milk,2975000,2986000
nm0881631,Butcher,2975000,2986000
nm4425051,Hughie,2975000,2986000
nm3929195,Starlight,2986000,3143000
nm4425051,Hughie,2987000,3143000
nm0022306,Mother's Milk,2994000,3143000
nm0881631,Butcher,2994000,3143000
nm0010075,Soldier Boy,3143000,3190000
nm0881631,Butcher,3146000,3190000
nm0022306,Mother's Milk,3156000,3190000
nm0390229,Crimson Countess,3194000,3287000
nm0010075,Soldier Boy,3202000,3287000
nm3929195,Starlight,3287000,3304000
nm4425051,Hughie,3288000,3304000
nm0881631,Butcher,3304000,3327000
nm0022306,Mother's Milk,3311000,3327000
nm3929195,Starlight,3311000,3327000
nm4425051,Hughie,3311000,3327000
nm0010075,Soldier Boy,3327000,3354000
nm3929195,Starlight,3327000,3354000
nm0881631,Butcher,3331000,3354000
nm4425051,Hughie,3345000,3354000
nm3929195,Starlight,3354000,3399000
nm4425051,Hughie,3354000,3399000
nm0010075,Soldier Boy,3399000,3441000
nm0881631,Butcher,3399000,3441000
nm4425051,Hughie,3401000,3441000
nm3929195,Starlight,3405000,3441000
