nconst,character,start,end
nm3929195,Starlight,2783000,2806000
nm4425051,Hughie,2783000,2806000
nm0022306,Mother's Milk,2786000,2806000
nm7232332,Kimiko,2786000,2806000
nm6150071,Frenchie,2788000,2806000
nm0881631,Butcher,2793000,2806000
nm7805172,Ryan,2793000,2806000
nm1102278,Homelander,2806000,2889000
nm0022306,Mother's Milk,2808000,2889000
nm4425051,Hughie,2808000,2889000
nm6150071,Frenchie,2808000,2889000
nm7232332,Kimiko,2808000,2889000
nm3929195,Starlight,2809000,2889000
nm0881631,Butcher,2811000,2889000
nm7805172,Ryan,2811000,2889000
nm1069800,Queen Maeve,2889000,2909000
nm0498083,Doctor,2909000,2962000
nm0881631,Butcher,2909000,2962000
nm0022306,Mother's Milk,2963000,3037000
nm11194853,Janine,2965000,3037000
nm3929195,Starlight,3037000,3048000
nm1069800,Queen Maeve,3048000,3084000
nm3929195,Starlight,3048000,3084000
nm1069800,Queen Maeve,3084000,3162000
nm1997152,Elena,3084000,3162000
nm3929195,Starlight,3084000,3162000
nm2281371,Ashley Barrett,3165000,3189000
nm4415642,Anika,3165000,3189000
nm0022306,Mother's Milk,3168000,3189000
nm1069800,Queen Maeve,3169000,3189000
nm7232332,Kimiko,3175000,3189000
nm0732309,Grace Mallory,3190000,3193000
nm0010075,Soldier Boy,3193000,3210000
nm0732309,Grace Mallory,3205000,3210000
nm2003700,The Deep,3211000,3245000
nm2068715,Cassandra,3213000,3245000
nm6021290,Hailey Miller,3213000,3245000
nm3929195,Starlight,3245000,3316000
nm4425051,Hughie,3247000,3316000
nm6150071,Frenchie,3254000,3316000
nm7232332,Kimiko,3254000,3316000
nm0022306,Mother's Milk,3280000,3316000
nm0881631,Butcher,3316000,3336000
nm0022306,Mother's Milk,3317000,3336000
nm3929195,Starlight,3317000,3336000
nm4425051,Hughie,3317000,3336000
nm6150071,Frenchie,3317000,3336000
nm7232332,Kimiko,3317000,3336000
nm6970024,NNC News Anchor,3336000,3346000
nm7636245,Lamar Bishop,3336000,3346000
nm6150071,Frenchie,3339000,3346000
nm7232332,Kimiko,3339000,3346000
nm0881631,Butcher,3342000,3346000
nm4707628,Victoria Neuman,3347000,3385000
nm0064769,Robert Singer,3349000,3385000
nm3929195,Starlight,3352000,3385000
nm4425051,Hughie,3352000,3385000
nm6150071,Frenchie,3368000,3385000
nm7232332,Kimiko,3368000,3385000
nm0022306,Mother's Milk,3370000,3385000
nm0881631,Butcher,3372000,3385000
nm6364830,Stormchaser,3390000,3405000
nm7624031,Hometeamer,3401000,3405000
nm1102278,Homelander,3405000,3423000
nm7624031,Hometeamer,3410000,3423000
nm7805172,Ryan,3423000,3440000
nm1102278,Homelander,3425000,3440000
nm7624031,Hometeamer,3434000,3440000
nm5045671,Guy,3440000,3450000
nm1102278,Homelander,3441000,3450000
nm7805172,Ryan,3441000,3450000
nm4941776,Todd,3450000,3492000
nm1102278,Homelander,3452000,3492000
nm7805172,Ryan,3454000,3492000
