nconst,character,start,end
nm4425051,Hughie Campbell,16000,49000
nm0881631,Billy Butcher,23000,49000
nm4425051,Hughie Campbell,53000,315000
nm0881631,Billy Butcher,55000,315000
nm7343952,Cherie,143000,315000
nm6150071,Frenchie,168000,315000
nm1307435,Translucent,270000,315000
nm0265994,Colby's Dad,315000,396000
nm1900772,A-Train,315000,396000
nm5102131,Colby,320000,396000
nm0948580,Colby's Dr.,355000,396000
nm0000223,Madelyn Stillwell,396000,421000
nm2281371,Ashley Barrett,396000,421000
nm1756121,Black Noir,427000,523000
nm3929195,Starlight,427000,523000
nm0877304,Trevor,447000,523000
nm2281371,Ashley Barrett,447000,523000
nm0881631,Billy Butcher,534000,717000
nm6150071,Frenchie,536000,717000
nm4425051,Hughie Campbell,542000,717000
nm1307435,Translucent,566000,717000
nm2002239,ESPN Interviewer,717000,747000
nm5973363,Shockwave,717000,747000
nm9339903,Commercial Son,724000,747000
nm6844613,Commercial Mom,726000,747000
nm2003700,The Deep,729000,747000
nm0000223,Madelyn Stillwell,736000,747000
nm1102278,Homelander,751000,988000
nm0000223,Madelyn Stillwell,756000,988000
nm4425051,Hughie Campbell,990000,1101000
nm0670408,Hugh Campbell,1022000,1101000
nm0881631,Billy Butcher,1037000,1101000
nm2003700,The Deep,1105000,1256000
nm1102278,Homelander,1110000,1256000
nm6150071,Frenchie,1260000,1390000
nm0881631,Billy Butcher,1264000,1390000
nm4425051,Hughie Campbell,1316000,1390000
nm1307435,Translucent,1324000,1390000
nm4415642,Anika,1399000,1440000
nm0000223,Madelyn Stillwell,1400000,1440000
nm0877304,Trevor,1425000,1440000
nm2003700,The Deep,1440000,1623000
nm3929195,Starlight,1440000,1623000
nm2281371,Ashley Barrett,1599000,1623000
nm0261170,Susan Raynor,1628000,1783000
nm0881631,Billy Butcher,1632000,1783000
nm4425051,Hughie Campbell,1785000,2089000
nm6150071,Frenchie,1892000,2089000
nm0072648,Ezekiel,2100000,2231000
nm1756121,Black Noir,2101000,2231000
nm0000223,Madelyn Stillwell,2106000,2231000
nm1102278,Homelander,2113000,2231000
nm1069800,Queen Maeve,2118000,2231000
nm0028625,Senator Calhoun,2120000,2231000
nm3398072,Female Bartender,2126000,2231000
nm3929195,Starlight,2231000,2282000
nm10104439,Second Frat Boy,2240000,2282000
nm4538459,Frat Boy,2240000,2282000
nm5044034,Sorority Girl,2240000,2282000
nm4425051,Hughie Campbell,2282000,2473000
nm6150071,Frenchie,2290000,2473000
nm0881631,Billy Butcher,2455000,2473000
nm0028625,Senator Calhoun,2473000,2518000
nm3398072,Female Bartender,2474000,2518000
nm1854087,Doppelganger,2499000,2518000
nm3929195,Starlight,2518000,2604000
nm1102278,Homelander,2526000,2604000
nm2003700,The Deep,2528000,2604000
nm0000223,Madelyn Stillwell,2579000,2604000
nm0881631,Billy Butcher,2607000,2657000
nm4425051,Hughie Campbell,2607000,2657000
nm6150071,Frenchie,2612000,2657000
nm1307435,Translucent,2652000,2657000
nm3929195,Starlight,2657000,2759000
nm2281371,Ashley Barrett,2658000,2759000
nm0000223,Madelyn Stillwell,2759000,2854000
nm0028625,Senator Calhoun,2762000,2854000
nm1069800,Queen Maeve,2768000,2854000
nm1854087,Doppelganger,2805000,2854000
nm4415642,Anika,2855000,2929000
nm1102278,Homelander,2862000,2929000
nm0881631,Billy Butcher,2929000,3425000
nm6150071,Frenchie,2929000,3425000
nm1307435,Translucent,2931000,3425000
nm4425051,Hughie Campbell,2935000,3425000
nm1102278,Homelander,2987000,3425000
nm7343952,Cherie,3163000,3425000
