nconst,character,start,end
nm8323958,Young Black Noir,1305000,1383000
nm0010075,Soldier Boy,1348000,1383000
nm11283975,Claudio,1380000,1383000
nm0881631,Butcher,1383000,1397000
nm0022306,Mother's Milk,1387000,1397000
nm0732309,Grace Mallory,1394000,1397000
nm3929195,Starlight,1397000,1434000
nm1102278,Homelander,1399000,1434000
nm2281371,Ashley Barrett,1399000,1434000
nm2003700,The Deep,1434000,1537000
nm2281371,Ashley Barrett,1434000,1537000
nm3929195,Starlight,1435000,1537000
nm2068715,Cassandra,1436000,1537000
nm1102278,Homelander,1439000,1537000
nm1102278,Homelander,1537000,1643000
nm3929195,Starlight,1541000,1643000
nm2003700,The Deep,1645000,1714000
nm2068715,Cassandra,1646000,1714000
nm0881631,Butcher,1717000,1746000
nm7805172,Ryan,1736000,1746000
nm4425051,Hughie,1746000,1863000
nm3929195,Starlight,1753000,1863000
nm1828818,Nathan,1863000,2004000
nm1900772,A-Train,1863000,2004000
nm12051167,Desean,1868000,2004000
nm13134361,Khamari,1868000,2004000
nm4877630,Arana,1870000,2004000
nm1505364,Dana Whitmyre,1939000,2004000
nm4758544,Reporter,1944000,2004000
nm0917060,Blue Hawk,1948000,2004000
nm6150071,Frenchie,2004000,2038000
nm3117780,Yevgenny,2011000,2038000
nm0881631,Butcher,2038000,2140000
nm7805172,Ryan,2072000,2140000
nm0022306,Mother's Milk,2140000,2238000
nm0881631,Butcher,2140000,2238000
nm0732309,Grace Mallory,2141000,2238000
nm4425051,Hughie,2143000,2238000
nm6125416,Young Grace,2158000,2238000
nm0390229,Crimson Countess,2163000,2238000
nm4197984,Young Stan Edgar,2177000,2238000
nm8323958,Young Black Noir,2179000,2238000
nm4124639,Swatto,2185000,2238000
nm0010075,Soldier Boy,2201000,2238000
nm1072959,Young Gunpowder,2211000,2238000
nm1837990,Mindstorm,2220000,2238000
nm0095746,Tessa,2221000,2238000
nm0732309,Grace Mallory,2240000,2251000
nm0022306,Mother's Milk,2242000,2251000
nm0881631,Butcher,2242000,2251000
nm4425051,Hughie,2242000,2251000
nm6125416,Young Grace,2253000,2341000
nm8323958,Young Black Noir,2282000,2341000
nm0095746,Tessa,2313000,2341000
nm1072959,Young Gunpowder,2313000,2341000
nm1837990,Mindstorm,2313000,2341000
nm0390229,Crimson Countess,2318000,2341000
nm0732309,Grace Mallory,2341000,2563000
nm0881631,Butcher,2343000,2563000
nm0022306,Mother's Milk,2352000,2563000
nm4425051,Hughie,2352000,2563000
nm7805172,Ryan,2490000,2563000
nm7232332,Kimiko,2493000,2563000
nm6150071,Frenchie,2577000,2598000
nm2316016,Little Nina,2598000,2757000
nm6150071,Frenchie,2604000,2757000
nm1102278,Homelander,2758000,2987000
nm2003700,The Deep,2759000,2987000
nm2068715,Cassandra,2759000,2987000
nm2281371,Ashley Barrett,2760000,2987000
nm5824806,Vought Waiter,2786000,2987000
nm6150071,Frenchie,2989000,3116000
nm7232332,Kimiko,2992000,3116000
nm0022306,Mother's Milk,3045000,3116000
nm0881631,Butcher,3045000,3116000
nm4425051,Hughie,3045000,3116000
nm3929195,Starlight,3116000,3175000
nm2740432,Supersonic,3120000,3175000
nm0881631,Butcher,3179000,3289000
nm4425051,Hughie,3182000,3289000
nm1102278,Homelander,3238000,3289000
nm2740432,Supersonic,3238000,3289000
nm3929195,Starlight,3238000,3289000
nm13709685,Moonshadow,3246000,3289000
nm9465479,Silver Kincaid,3246000,3289000
nm1102278,Homelander,3289000,3439000
nm2003700,The Deep,3289000,3439000
nm2740432,Supersonic,3289000,3439000
nm3929195,Starlight,3289000,3439000
nm9465479,Silver Kincaid,3292000,3439000
nm13709685,Moonshadow,3293000,3439000
nm0057217,Seth Reed,3359000,3439000
nm0998489,Evan Lambert,3360000,3439000
nm2062703,Also Ashley,3360000,3439000
nm2281371,Ashley Barrett,3360000,3439000
nm2068715,Cassandra,3394000,3439000
