nconst,screentime,season,episode,cum_episode
nm1561803,0.0,1,7,7
nm4484458,0.0,1,7,7
nm1938954,0.0,1,7,7
nm2436618,0.0,1,7,7
nm3664430,0.0,1,7,7
nm1400028,0.0,1,7,7
nm3730354,0.0,1,7,7
nm3790450,0.0,1,7,7
nm2588460,0.0,1,7,7
nm0372961,0.0,1,7,7
nm2251731,0.0,1,7,7
nm4707628,0.0,1,7,7
nm1341875,0.0,1,7,7
nm7805172,0.0,1,7,7
nm8829871,0.0,1,7,7
nm0652663,0.0,1,7,7
nm10651052,0.0,1,7,7
nm3086344,0.0,1,7,7
nm0804670,0.0,1,7,7
nm8621079,0.0,1,7,7
nm0391738,0.0,1,7,7
nm0510499,0.0,1,7,7
nm0126260,0.0,1,7,7
nm1942245,0.0,1,7,7
nm0625664,0.0,1,7,7
nm1051091,0.0,1,7,7
nm5400943,0.0,1,7,7
nm0019972,0.0,1,7,7
nm4496720,0.0,1,7,7
nm0321047,0.0,1,7,7
nm0660357,0.0,1,7,7
nm7428203,0.0,1,7,7
nm2068715,0.0,1,7,7
nm6596476,0.0,1,7,7
nm1172764,0.0,1,7,7
nm0507097,0.0,1,7,7
nm8672061,0.0,1,7,7
nm8712537,0.0,1,7,7
nm4145450,0.0,1,7,7
nm5318612,0.0,1,7,7
nm0342399,0.0,1,7,7
nm0640669,0.0,1,7,7
nm0341289,0.0,1,7,7
nm11844260,0.0,1,7,7
nm0183698,0.0,1,7,7
nm1464987,0.0,1,7,7
nm3833201,0.0,1,7,7
nm0899681,0.0,1,7,7
nm7661798,0.0,1,7,7
nm0039162,0.0,1,7,7
nm9689239,0.0,1,7,7
nm5216674,0.0,1,7,7
nm2724431,0.0,1,7,7
nm0501999,0.0,1,7,7
nm1382520,0.0,1,7,7
nm10832523,0.0,1,7,7
nm9321976,0.0,1,7,7
nm10663114,0.0,1,7,7
nm0337020,0.0,1,7,7
nm3825890,0.0,1,7,7
nm1032698,0.0,1,7,7
nm4937798,0.0,1,7,7
nm0630149,0.0,1,7,7
nm0633604,0.0,1,7,7
nm2626729,0.0,1,7,7
nm2945443,0.0,1,7,7
nm0629762,0.0,1,7,7
nm3735340,0.0,1,7,7
nm3997201,0.0,1,7,7
nm2555508,0.0,1,7,7
nm1995518,0.0,1,7,7
nm11194853,0.0,1,7,7
nm5408297,0.0,1,7,7
nm6345766,0.0,1,7,7
nm2830921,0.0,1,7,7
nm9386229,0.0,1,7,7
nm10445529,0.0,1,7,7
nm5213022,0.0,1,7,7
nm3998232,0.0,1,7,7
nm8722705,0.0,1,7,7
nm3115672,0.0,1,7,7
nm3588591,0.0,1,7,7
nm0249378,0.0,1,7,7
nm2204675,0.0,1,7,7
nm4941776,0.0,1,7,7
nm13709685,0.0,1,7,7
nm2740432,0.0,1,7,7
nm9465479,0.0,1,7,7
nm2828257,0.0,1,7,7
nm5691930,0.0,1,7,7
nm3859763,0.0,1,7,7
nm5385972,0.0,1,7,7
nm1108188,0.0,1,7,7
nm8305739,0.0,1,7,7
nm0010075,0.0,1,7,7
nm0390229,0.0,1,7,7
nm2062703,0.0,1,7,7
nm0145009,0.0,1,7,7
nm2320740,0.0,1,7,7
nm13711233,0.0,1,7,7
nm13711234,0.0,1,7,7
nm12595343,0.0,1,7,7
nm11253362,0.0,1,7,7
nm3979748,0.0,1,7,7
nm0001218,0.0,1,7,7
nm6757431,0.0,1,7,7
nm3164080,0.0,1,7,7
nm10472416,0.0,1,7,7
nm6125416,0.0,1,7,7
nm1837990,0.0,1,7,7
nm4124639,0.0,1,7,7
nm0095746,0.0,1,7,7
nm1072959,0.0,1,7,7
nm4197984,0.0,1,7,7
nm11283975,0.0,1,7,7
nm8323958,0.0,1,7,7
nm12051167,0.0,1,7,7
nm13134361,0.0,1,7,7
nm4877630,0.0,1,7,7
nm1505364,0.0,1,7,7
nm4758544,0.0,1,7,7
nm0917060,0.0,1,7,7
nm3117780,0.0,1,7,7
nm2316016,0.0,1,7,7
nm5824806,0.0,1,7,7
nm1047968,0.0,1,7,7
nm12083304,0.0,1,7,7
nm0244432,0.0,1,7,7
nm11884404,0.0,1,7,7
nm8346956,0.0,1,7,7
nm9137651,0.0,1,7,7
nm0312334,0.0,1,7,7
nm8530399,0.0,1,7,7
nm8293944,0.0,1,7,7
nm1178525,0.0,1,7,7
nm0533884,0.0,1,7,7
nm0531734,0.0,1,7,7
nm1335292,0.0,1,7,7
nm0243678,0.0,1,7,7
nm0001663,0.0,1,7,7
nm3615514,0.0,1,7,7
nm9692502,0.0,1,7,7
nm0668702,0.0,1,7,7
nm1660027,0.0,1,7,7
nm6021290,0.0,1,7,7
nm7718443,0.0,1,7,7
nm5756305,0.0,1,7,7
nm1082823,0.0,1,7,7
nm5531364,0.0,1,7,7
nm10814744,0.0,1,7,7
nm11689578,0.0,1,7,7
nm1895271,0.0,1,7,7
nm1705467,0.0,1,7,7
nm0042336,0.0,1,7,7
nm1971004,0.0,1,7,7
nm7636245,0.0,1,7,7
nm0217221,0.0,1,7,7
nm8133624,0.0,1,7,7
nm8493111,0.0,1,7,7
nm7624031,0.0,1,7,7
nm0498083,0.0,1,7,7
nm6364830,0.0,1,7,7
nm5045671,0.0,1,7,7
nm8488639,0.0,1,8,8
nm4240263,0.0,1,8,8
nm1069800,138.0,1,8,8
nm0651456,0.0,1,8,8
nm1102278,1064.0,1,8,8
nm6970024,0.0,1,8,8
nm4425051,1390.0,1,8,8
nm0609150,0.0,1,8,8
nm3678876,0.0,1,8,8
nm1900772,425.0,1,8,8
nm3929195,904.0,1,8,8
nm0670408,0.0,1,8,8
nm0000223,1165.0,1,8,8
nm2281371,0.0,1,8,8
nm3901596,0.0,1,8,8
nm0193639,198.0,1,8,8
nm2003700,196.0,1,8,8
nm1307435,0.0,1,8,8
nm1756121,125.0,1,8,8
nm4981734,0.0,1,8,8
nm0266422,0.0,1,8,8
nm0881631,1222.0,1,8,8
nm4666051,0.0,1,8,8
nm2130844,0.0,1,8,8
nm6288116,0.0,1,8,8
nm0072648,0.0,1,8,8
nm7068138,0.0,1,8,8
nm0637992,0.0,1,8,8
nm4007618,0.0,1,8,8
nm5092703,0.0,1,8,8
nm7343952,0.0,1,8,8
nm6150071,900.0,1,8,8
nm0265994,0.0,1,8,8
nm5102131,0.0,1,8,8
nm0948580,0.0,1,8,8
nm0877304,0.0,1,8,8
nm2002239,0.0,1,8,8
nm5973363,0.0,1,8,8
nm9339903,0.0,1,8,8
nm6844613,0.0,1,8,8
nm4415642,0.0,1,8,8
nm0261170,117.0,1,8,8
nm0028625,0.0,1,8,8
nm3398072,0.0,1,8,8
nm10104439,0.0,1,8,8
nm4538459,0.0,1,8,8
nm5044034,0.0,1,8,8
nm1854087,0.0,1,8,8
nm0057217,0.0,1,8,8
nm2671505,0.0,1,8,8
nm0998489,0.0,1,8,8
nm0022306,910.0,1,8,8
nm7928115,0.0,1,8,8
nm9656790,0.0,1,8,8
nm0020329,0.0,1,8,8
nm2063213,0.0,1,8,8
nm6325955,0.0,1,8,8
nm1395410,0.0,1,8,8
nm1828818,62.0,1,8,8
nm1219099,0.0,1,8,8
nm6736759,0.0,1,8,8
nm7325131,0.0,1,8,8
nm7836038,0.0,1,8,8
nm1416900,42.0,1,8,8
nm0007664,0.0,1,8,8
nm7232332,603.0,1,8,8
nm0005120,0.0,1,8,8
nm0035334,0.0,1,8,8
nm9481962,0.0,1,8,8
nm2631436,0.0,1,8,8
nm9125441,0.0,1,8,8
nm0677310,0.0,1,8,8
nm7811049,0.0,1,8,8
nm3823884,0.0,1,8,8
nm5784413,0.0,1,8,8
nm6575546,0.0,1,8,8
nm1569513,0.0,1,8,8
nm4468899,0.0,1,8,8
nm7747190,0.0,1,8,8
nm1845550,0.0,1,8,8
nm7609013,0.0,1,8,8
nm6922083,0.0,1,8,8
nm1868511,0.0,1,8,8
nm8968714,0.0,1,8,8
nm10858730,0.0,1,8,8
nm9684220,0.0,1,8,8
nm0369241,0.0,1,8,8
nm2694584,0.0,1,8,8
nm0000708,0.0,1,8,8
nm3194791,0.0,1,8,8
nm1997152,0.0,1,8,8
nm2970187,0.0,1,8,8
nm10858875,0.0,1,8,8
nm0865626,0.0,1,8,8
nm2366996,0.0,1,8,8
nm6932113,0.0,1,8,8
nm9139453,0.0,1,8,8
nm4455452,0.0,1,8,8
nm2599365,0.0,1,8,8
nm0451039,0.0,1,8,8
nm0736622,0.0,1,8,8
nm10492805,0.0,1,8,8
nm0005286,0.0,1,8,8
nm0005346,0.0,1,8,8
nm10858865,0.0,1,8,8
nm4763657,0.0,1,8,8
nm9162660,0.0,1,8,8
nm6914631,0.0,1,8,8
nm0715250,0.0,1,8,8
nm0231283,0.0,1,8,8
nm10858866,0.0,1,8,8
nm10113394,0.0,1,8,8
nm8632185,0.0,1,8,8
nm2854706,0.0,1,8,8
nm0067289,109.0,1,8,8
nm7596733,0.0,1,8,8
nm9351811,0.0,1,8,8
nm3784038,0.0,1,8,8
nm0732309,238.0,1,8,8
nm2649618,0.0,1,8,8
nm3127378,0.0,1,8,8
nm10858907,0.0,1,8,8
nm0064769,113.0,1,8,8
nm0177684,73.0,1,8,8
nm7486145,57.0,1,8,8
nm8968713,57.0,1,8,8
nm0002064,75.0,1,8,8
nm7426827,169.0,1,8,8
nm10859043,61.0,1,8,8
nm4877882,0.0,1,8,8
nm10800302,0.0,1,8,8
nm10503336,0.0,1,8,8
nm11831982,0.0,1,8,8
nm8443632,0.0,1,8,8
nm5316223,0.0,1,8,8
nm1561803,0.0,1,8,8
nm4484458,0.0,1,8,8
nm1938954,0.0,1,8,8
nm2436618,0.0,1,8,8
nm3664430,0.0,1,8,8
nm1400028,0.0,1,8,8
nm3730354,0.0,1,8,8
nm3790450,0.0,1,8,8
nm2588460,0.0,1,8,8
nm0372961,0.0,1,8,8
nm2251731,0.0,1,8,8
nm4707628,0.0,1,8,8
nm1341875,0.0,1,8,8
nm7805172,0.0,1,8,8
nm8829871,0.0,1,8,8
nm0652663,0.0,1,8,8
nm10651052,0.0,1,8,8
nm3086344,0.0,1,8,8
nm0804670,0.0,1,8,8
nm8621079,0.0,1,8,8
nm0391738,0.0,1,8,8
nm0510499,0.0,1,8,8
nm0126260,0.0,1,8,8
nm1942245,0.0,1,8,8
nm0625664,0.0,1,8,8
nm1051091,0.0,1,8,8
nm5400943,0.0,1,8,8
nm0019972,0.0,1,8,8
nm4496720,0.0,1,8,8
nm0321047,0.0,1,8,8
nm0660357,0.0,1,8,8
nm7428203,0.0,1,8,8
nm2068715,0.0,1,8,8
nm6596476,0.0,1,8,8
nm1172764,0.0,1,8,8
nm0507097,0.0,1,8,8
nm8672061,0.0,1,8,8
nm8712537,0.0,1,8,8
nm4145450,0.0,1,8,8
nm5318612,0.0,1,8,8
nm0342399,0.0,1,8,8
nm0640669,0.0,1,8,8
nm0341289,0.0,1,8,8
nm11844260,0.0,1,8,8
nm0183698,0.0,1,8,8
nm1464987,0.0,1,8,8
nm3833201,0.0,1,8,8
nm0899681,0.0,1,8,8
nm7661798,0.0,1,8,8
nm0039162,0.0,1,8,8
nm9689239,0.0,1,8,8
nm5216674,0.0,1,8,8
nm2724431,0.0,1,8,8
nm0501999,0.0,1,8,8
nm1382520,0.0,1,8,8
nm10832523,0.0,1,8,8
nm9321976,0.0,1,8,8
nm10663114,0.0,1,8,8
nm0337020,0.0,1,8,8
nm3825890,0.0,1,8,8
nm1032698,0.0,1,8,8
nm4937798,0.0,1,8,8
nm0630149,0.0,1,8,8
nm0633604,0.0,1,8,8
nm2626729,0.0,1,8,8
nm2945443,0.0,1,8,8
nm0629762,0.0,1,8,8
nm3735340,0.0,1,8,8
nm3997201,0.0,1,8,8
nm2555508,0.0,1,8,8
nm1995518,0.0,1,8,8
nm11194853,0.0,1,8,8
nm5408297,0.0,1,8,8
nm6345766,0.0,1,8,8
nm2830921,0.0,1,8,8
nm9386229,0.0,1,8,8
nm10445529,0.0,1,8,8
nm5213022,0.0,1,8,8
nm3998232,0.0,1,8,8
nm8722705,0.0,1,8,8
nm3115672,0.0,1,8,8
nm3588591,0.0,1,8,8
nm0249378,0.0,1,8,8
nm2204675,0.0,1,8,8
nm4941776,0.0,1,8,8
nm13709685,0.0,1,8,8
nm2740432,0.0,1,8,8
nm9465479,0.0,1,8,8
nm2828257,0.0,1,8,8
nm5691930,0.0,1,8,8
nm3859763,0.0,1,8,8
nm5385972,0.0,1,8,8
nm1108188,0.0,1,8,8
nm8305739,0.0,1,8,8
nm0010075,0.0,1,8,8
nm0390229,0.0,1,8,8
nm2062703,0.0,1,8,8
nm0145009,0.0,1,8,8
nm2320740,0.0,1,8,8
nm13711233,0.0,1,8,8
nm13711234,0.0,1,8,8
nm12595343,0.0,1,8,8
nm11253362,0.0,1,8,8
nm3979748,0.0,1,8,8
nm0001218,0.0,1,8,8
nm6757431,0.0,1,8,8
nm3164080,0.0,1,8,8
nm10472416,0.0,1,8,8
nm6125416,0.0,1,8,8
nm1837990,0.0,1,8,8
nm4124639,0.0,1,8,8
nm0095746,0.0,1,8,8
nm1072959,0.0,1,8,8
nm4197984,0.0,1,8,8
nm11283975,0.0,1,8,8
nm8323958,0.0,1,8,8
nm12051167,0.0,1,8,8
nm13134361,0.0,1,8,8
nm4877630,0.0,1,8,8
nm1505364,0.0,1,8,8
nm4758544,0.0,1,8,8
nm0917060,0.0,1,8,8
nm3117780,0.0,1,8,8
nm2316016,0.0,1,8,8
nm5824806,0.0,1,8,8
nm1047968,0.0,1,8,8
nm12083304,0.0,1,8,8
nm0244432,0.0,1,8,8
nm11884404,0.0,1,8,8
nm8346956,0.0,1,8,8
nm9137651,0.0,1,8,8
nm0312334,0.0,1,8,8
nm8530399,0.0,1,8,8
nm8293944,0.0,1,8,8
nm1178525,0.0,1,8,8
nm0533884,0.0,1,8,8
nm0531734,0.0,1,8,8
nm1335292,0.0,1,8,8
nm0243678,0.0,1,8,8
nm0001663,0.0,1,8,8
nm3615514,0.0,1,8,8
nm9692502,0.0,1,8,8
nm0668702,0.0,1,8,8
nm1660027,0.0,1,8,8
nm6021290,0.0,1,8,8
nm7718443,0.0,1,8,8
nm5756305,0.0,1,8,8
nm1082823,0.0,1,8,8
nm5531364,0.0,1,8,8
nm10814744,0.0,1,8,8
nm11689578,0.0,1,8,8
nm1895271,0.0,1,8,8
nm1705467,0.0,1,8,8
nm0042336,0.0,1,8,8
nm1971004,0.0,1,8,8
nm7636245,0.0,1,8,8
nm0217221,0.0,1,8,8
nm8133624,0.0,1,8,8
nm8493111,0.0,1,8,8
nm7624031,0.0,1,8,8
nm0498083,0.0,1,8,8
nm6364830,0.0,1,8,8
nm5045671,0.0,1,8,8
nm8488639,0.0,2,1,9
nm4240263,0.0,2,1,9
nm1069800,129.0,2,1,9
nm0651456,0.0,2,1,9
nm1102278,1144.0,2,1,9
nm6970024,0.0,2,1,9
nm4425051,1351.0,2,1,9
nm0609150,0.0,2,1,9
nm3678876,0.0,2,1,9
nm1900772,128.0,2,1,9
nm3929195,1081.0,2,1,9
nm0670408,0.0,2,1,9
nm0000223,0.0,2,1,9
nm2281371,420.0,2,1,9
nm3901596,188.0,2,1,9
nm0193639,0.0,2,1,9
nm2003700,320.0,2,1,9
nm1307435,0.0,2,1,9
nm1756121,59.0,2,1,9
nm4981734,0.0,2,1,9
nm0266422,0.0,2,1,9
nm0881631,61.0,2,1,9
nm4666051,0.0,2,1,9
nm2130844,0.0,2,1,9
nm6288116,0.0,2,1,9
nm0072648,0.0,2,1,9
nm7068138,0.0,2,1,9
nm0637992,0.0,2,1,9
nm4007618,0.0,2,1,9
nm5092703,0.0,2,1,9
nm7343952,96.0,2,1,9
nm6150071,1087.0,2,1,9
nm0265994,0.0,2,1,9
nm5102131,0.0,2,1,9
nm0948580,0.0,2,1,9
nm0877304,0.0,2,1,9
nm2002239,0.0,2,1,9
nm5973363,0.0,2,1,9
nm9339903,0.0,2,1,9
nm6844613,0.0,2,1,9
nm4415642,0.0,2,1,9
nm0261170,110.0,2,1,9
nm0028625,0.0,2,1,9
nm3398072,0.0,2,1,9
nm10104439,0.0,2,1,9
nm4538459,0.0,2,1,9
nm5044034,0.0,2,1,9
nm1854087,0.0,2,1,9
nm0057217,0.0,2,1,9
nm2671505,0.0,2,1,9
nm0998489,0.0,2,1,9
nm0022306,1089.0,2,1,9
nm7928115,0.0,2,1,9
nm9656790,0.0,2,1,9
nm0020329,0.0,2,1,9
nm2063213,0.0,2,1,9
nm6325955,0.0,2,1,9
nm1395410,0.0,2,1,9
nm1828818,0.0,2,1,9
nm1219099,0.0,2,1,9
nm6736759,0.0,2,1,9
nm7325131,0.0,2,1,9
nm7836038,0.0,2,1,9
nm1416900,13.0,2,1,9
nm0007664,0.0,2,1,9
nm7232332,1105.0,2,1,9
nm0005120,0.0,2,1,9
nm0035334,0.0,2,1,9
nm9481962,0.0,2,1,9
nm2631436,0.0,2,1,9
nm9125441,0.0,2,1,9
nm0677310,0.0,2,1,9
nm7811049,0.0,2,1,9
nm3823884,0.0,2,1,9
nm5784413,0.0,2,1,9
nm6575546,0.0,2,1,9
nm1569513,0.0,2,1,9
nm4468899,0.0,2,1,9
nm7747190,0.0,2,1,9
nm1845550,0.0,2,1,9
nm7609013,0.0,2,1,9
nm6922083,0.0,2,1,9
nm1868511,0.0,2,1,9
nm8968714,0.0,2,1,9
nm10858730,0.0,2,1,9
nm9684220,0.0,2,1,9
nm0369241,0.0,2,1,9
nm2694584,0.0,2,1,9
nm0000708,0.0,2,1,9
nm3194791,0.0,2,1,9
nm1997152,0.0,2,1,9
nm2970187,0.0,2,1,9
nm10858875,0.0,2,1,9
nm0865626,0.0,2,1,9
nm2366996,0.0,2,1,9
nm6932113,0.0,2,1,9
nm9139453,0.0,2,1,9
nm4455452,0.0,2,1,9
nm2599365,0.0,2,1,9
nm0451039,0.0,2,1,9
nm0736622,66.0,2,1,9
nm10492805,0.0,2,1,9
nm0005286,0.0,2,1,9
nm0005346,0.0,2,1,9
nm10858865,0.0,2,1,9
nm4763657,0.0,2,1,9
nm9162660,0.0,2,1,9
nm6914631,0.0,2,1,9
nm0715250,0.0,2,1,9
nm0231283,0.0,2,1,9
nm10858866,0.0,2,1,9
nm10113394,0.0,2,1,9
nm8632185,0.0,2,1,9
nm2854706,0.0,2,1,9
nm0067289,0.0,2,1,9
nm7596733,0.0,2,1,9
nm9351811,0.0,2,1,9
nm3784038,0.0,2,1,9
nm0732309,0.0,2,1,9
nm2649618,0.0,2,1,9
nm3127378,0.0,2,1,9
nm10858907,0.0,2,1,9
nm0064769,168.0,2,1,9
nm0177684,0.0,2,1,9
nm7486145,0.0,2,1,9
nm8968713,0.0,2,1,9
nm0002064,450.0,2,1,9
nm7426827,0.0,2,1,9
nm10859043,0.0,2,1,9
nm4877882,78.0,2,1,9
nm10800302,74.0,2,1,9
nm10503336,27.0,2,1,9
nm11831982,157.0,2,1,9
nm8443632,67.0,2,1,9
nm5316223,220.0,2,1,9
nm1561803,60.0,2,1,9
nm4484458,59.0,2,1,9
nm1938954,49.0,2,1,9
nm2436618,164.0,2,1,9
nm3664430,334.0,2,1,9
nm1400028,124.0,2,1,9
nm3730354,85.0,2,1,9
nm3790450,81.0,2,1,9
nm2588460,69.0,2,1,9
nm0372961,160.0,2,1,9
nm2251731,107.0,2,1,9
nm4707628,284.0,2,1,9
nm1341875,0.0,2,1,9
nm7805172,0.0,2,1,9
nm8829871,0.0,2,1,9
nm0652663,0.0,2,1,9
nm10651052,0.0,2,1,9
nm3086344,0.0,2,1,9
nm0804670,0.0,2,1,9
nm8621079,0.0,2,1,9
nm0391738,0.0,2,1,9
nm0510499,0.0,2,1,9
nm0126260,0.0,2,1,9
nm1942245,0.0,2,1,9
nm0625664,0.0,2,1,9
nm1051091,0.0,2,1,9
nm5400943,0.0,2,1,9
nm0019972,0.0,2,1,9
nm4496720,0.0,2,1,9
nm0321047,0.0,2,1,9
nm0660357,0.0,2,1,9
nm7428203,0.0,2,1,9
nm2068715,0.0,2,1,9
nm6596476,0.0,2,1,9
nm1172764,0.0,2,1,9
nm0507097,0.0,2,1,9
nm8672061,0.0,2,1,9
nm8712537,0.0,2,1,9
nm4145450,0.0,2,1,9
nm5318612,0.0,2,1,9
nm0342399,0.0,2,1,9
nm0640669,0.0,2,1,9
nm0341289,0.0,2,1,9
nm11844260,0.0,2,1,9
nm0183698,0.0,2,1,9
nm1464987,0.0,2,1,9
nm3833201,0.0,2,1,9
nm0899681,0.0,2,1,9
nm7661798,0.0,2,1,9
nm0039162,0.0,2,1,9
nm9689239,0.0,2,1,9
nm5216674,0.0,2,1,9
nm2724431,0.0,2,1,9
nm0501999,0.0,2,1,9
nm1382520,0.0,2,1,9
nm10832523,0.0,2,1,9
nm9321976,0.0,2,1,9
nm10663114,0.0,2,1,9
nm0337020,0.0,2,1,9
nm3825890,0.0,2,1,9
nm1032698,0.0,2,1,9
nm4937798,0.0,2,1,9
nm0630149,0.0,2,1,9
nm0633604,0.0,2,1,9
nm2626729,0.0,2,1,9
nm2945443,0.0,2,1,9
nm0629762,0.0,2,1,9
nm3735340,0.0,2,1,9
nm3997201,0.0,2,1,9
nm2555508,0.0,2,1,9
nm1995518,0.0,2,1,9
nm11194853,0.0,2,1,9
nm5408297,0.0,2,1,9
nm6345766,0.0,2,1,9
nm2830921,0.0,2,1,9
nm9386229,0.0,2,1,9
nm10445529,0.0,2,1,9
nm5213022,0.0,2,1,9
nm3998232,0.0,2,1,9
nm8722705,0.0,2,1,9
nm3115672,0.0,2,1,9
nm3588591,0.0,2,1,9
nm0249378,0.0,2,1,9
nm2204675,0.0,2,1,9
nm4941776,0.0,2,1,9
nm13709685,0.0,2,1,9
nm2740432,0.0,2,1,9
nm9465479,0.0,2,1,9
nm2828257,0.0,2,1,9
nm5691930,0.0,2,1,9
nm3859763,0.0,2,1,9
nm5385972,0.0,2,1,9
nm1108188,0.0,2,1,9
nm8305739,0.0,2,1,9
nm0010075,0.0,2,1,9
nm0390229,0.0,2,1,9
nm2062703,0.0,2,1,9
nm0145009,0.0,2,1,9
nm2320740,0.0,2,1,9
nm13711233,0.0,2,1,9
nm13711234,0.0,2,1,9
nm12595343,0.0,2,1,9
nm11253362,0.0,2,1,9
nm3979748,0.0,2,1,9
nm0001218,0.0,2,1,9
nm6757431,0.0,2,1,9
nm3164080,0.0,2,1,9
nm10472416,0.0,2,1,9
nm6125416,0.0,2,1,9
nm1837990,0.0,2,1,9
nm4124639,0.0,2,1,9
nm0095746,0.0,2,1,9
nm1072959,0.0,2,1,9
nm4197984,0.0,2,1,9
nm11283975,0.0,2,1,9
nm8323958,0.0,2,1,9
nm12051167,0.0,2,1,9
nm13134361,0.0,2,1,9
nm4877630,0.0,2,1,9
nm1505364,0.0,2,1,9
nm4758544,0.0,2,1,9
nm0917060,0.0,2,1,9
nm3117780,0.0,2,1,9
nm2316016,0.0,2,1,9
nm5824806,0.0,2,1,9
nm1047968,0.0,2,1,9
nm12083304,0.0,2,1,9
nm0244432,0.0,2,1,9
nm11884404,0.0,2,1,9
nm8346956,0.0,2,1,9
nm9137651,0.0,2,1,9
nm0312334,0.0,2,1,9
nm8530399,0.0,2,1,9
nm8293944,0.0,2,1,9
nm1178525,0.0,2,1,9
nm0533884,0.0,2,1,9
nm0531734,0.0,2,1,9
nm1335292,0.0,2,1,9
nm0243678,0.0,2,1,9
nm0001663,0.0,2,1,9
nm3615514,0.0,2,1,9
nm9692502,0.0,2,1,9
nm0668702,0.0,2,1,9
nm1660027,0.0,2,1,9
nm6021290,0.0,2,1,9
nm7718443,0.0,2,1,9
nm5756305,0.0,2,1,9
nm1082823,0.0,2,1,9
nm5531364,0.0,2,1,9
nm10814744,0.0,2,1,9
nm11689578,0.0,2,1,9
nm1895271,0.0,2,1,9
nm1705467,0.0,2,1,9
nm0042336,0.0,2,1,9
nm1971004,0.0,2,1,9
nm7636245,0.0,2,1,9
nm0217221,0.0,2,1,9
nm8133624,0.0,2,1,9
nm8493111,0.0,2,1,9
nm7624031,0.0,2,1,9
nm0498083,0.0,2,1,9
nm6364830,0.0,2,1,9
nm5045671,0.0,2,1,9
nm8488639,0.0,2,2,10
nm4240263,0.0,2,2,10
nm1069800,298.0,2,2,10
nm0651456,0.0,2,2,10
nm1102278,563.0,2,2,10
nm6970024,0.0,2,2,10
nm4425051,751.0,2,2,10
nm0609150,0.0,2,2,10
nm3678876,0.0,2,2,10
nm1900772,371.0,2,2,10
nm3929195,813.0,2,2,10
nm0670408,0.0,2,2,10
nm0000223,0.0,2,2,10
nm2281371,207.0,2,2,10
nm3901596,0.0,2,2,10
nm0193639,0.0,2,2,10
nm2003700,403.0,2,2,10
nm1307435,0.0,2,2,10
nm1756121,0.0,2,2,10
nm4981734,0.0,2,2,10
nm0266422,0.0,2,2,10
nm0881631,1018.0,2,2,10
nm4666051,0.0,2,2,10
nm2130844,0.0,2,2,10
nm6288116,0.0,2,2,10
nm0072648,0.0,2,2,10
nm7068138,0.0,2,2,10
nm0637992,0.0,2,2,10
nm4007618,0.0,2,2,10
nm5092703,0.0,2,2,10
nm7343952,0.0,2,2,10
nm6150071,786.0,2,2,10
nm0265994,0.0,2,2,10
nm5102131,0.0,2,2,10
nm0948580,0.0,2,2,10
nm0877304,0.0,2,2,10
nm2002239,0.0,2,2,10
nm5973363,0.0,2,2,10
nm9339903,0.0,2,2,10
nm6844613,0.0,2,2,10
nm4415642,0.0,2,2,10
nm0261170,0.0,2,2,10
nm0028625,0.0,2,2,10
nm3398072,0.0,2,2,10
nm10104439,0.0,2,2,10
nm4538459,0.0,2,2,10
nm5044034,0.0,2,2,10
nm1854087,0.0,2,2,10
nm0057217,0.0,2,2,10
nm2671505,0.0,2,2,10
nm0998489,0.0,2,2,10
nm0022306,784.0,2,2,10
nm7928115,0.0,2,2,10
nm9656790,0.0,2,2,10
nm0020329,0.0,2,2,10
nm2063213,0.0,2,2,10
nm6325955,0.0,2,2,10
nm1395410,0.0,2,2,10
nm1828818,0.0,2,2,10
nm1219099,0.0,2,2,10
nm6736759,0.0,2,2,10
nm7325131,0.0,2,2,10
nm7836038,0.0,2,2,10
nm1416900,434.0,2,2,10
nm0007664,0.0,2,2,10
nm7232332,891.0,2,2,10
nm0005120,0.0,2,2,10
nm0035334,0.0,2,2,10
nm9481962,0.0,2,2,10
nm2631436,0.0,2,2,10
nm9125441,0.0,2,2,10
nm0677310,0.0,2,2,10
nm7811049,0.0,2,2,10
nm3823884,0.0,2,2,10
nm5784413,0.0,2,2,10
nm6575546,0.0,2,2,10
nm1569513,0.0,2,2,10
nm4468899,0.0,2,2,10
nm7747190,0.0,2,2,10
nm1845550,94.0,2,2,10
nm7609013,0.0,2,2,10
nm6922083,0.0,2,2,10
nm1868511,0.0,2,2,10
nm8968714,0.0,2,2,10
nm10858730,0.0,2,2,10
nm9684220,0.0,2,2,10
nm0369241,0.0,2,2,10
nm2694584,0.0,2,2,10
nm0000708,0.0,2,2,10
nm3194791,0.0,2,2,10
nm1997152,221.0,2,2,10
nm2970187,0.0,2,2,10
nm10858875,0.0,2,2,10
nm0865626,0.0,2,2,10
nm2366996,0.0,2,2,10
nm6932113,0.0,2,2,10
nm9139453,0.0,2,2,10
nm4455452,0.0,2,2,10
nm2599365,0.0,2,2,10
nm0451039,0.0,2,2,10
nm0736622,0.0,2,2,10
nm10492805,0.0,2,2,10
nm0005286,0.0,2,2,10
nm0005346,0.0,2,2,10
nm10858865,0.0,2,2,10
nm4763657,0.0,2,2,10
nm9162660,0.0,2,2,10
nm6914631,0.0,2,2,10
nm0715250,0.0,2,2,10
nm0231283,0.0,2,2,10
nm10858866,0.0,2,2,10
nm10113394,0.0,2,2,10
nm8632185,0.0,2,2,10
nm2854706,0.0,2,2,10
