nconst,screentime,season,episode,cum_episode
nm0067289,0.0,2,2,10
nm7596733,0.0,2,2,10
nm9351811,0.0,2,2,10
nm3784038,0.0,2,2,10
nm0732309,143.0,2,2,10
nm2649618,0.0,2,2,10
nm3127378,0.0,2,2,10
nm10858907,0.0,2,2,10
nm0064769,0.0,2,2,10
nm0177684,0.0,2,2,10
nm7486145,0.0,2,2,10
nm8968713,0.0,2,2,10
nm0002064,0.0,2,2,10
nm7426827,0.0,2,2,10
nm10859043,0.0,2,2,10
nm4877882,0.0,2,2,10
nm10800302,0.0,2,2,10
nm10503336,0.0,2,2,10
nm11831982,0.0,2,2,10
nm8443632,0.0,2,2,10
nm5316223,66.0,2,2,10
nm1561803,0.0,2,2,10
nm4484458,0.0,2,2,10
nm1938954,0.0,2,2,10
nm2436618,0.0,2,2,10
nm3664430,108.0,2,2,10
nm1400028,0.0,2,2,10
nm3730354,0.0,2,2,10
nm3790450,0.0,2,2,10
nm2588460,0.0,2,2,10
nm0372961,112.0,2,2,10
nm2251731,476.0,2,2,10
nm4707628,0.0,2,2,10
nm1341875,61.0,2,2,10
nm7805172,538.0,2,2,10
nm8829871,156.0,2,2,10
nm0652663,246.0,2,2,10
nm10651052,134.0,2,2,10
nm3086344,118.0,2,2,10
nm0804670,53.0,2,2,10
nm8621079,77.0,2,2,10
nm0391738,61.0,2,2,10
nm0510499,567.0,2,2,10
nm0126260,0.0,2,2,10
nm1942245,0.0,2,2,10
nm0625664,0.0,2,2,10
nm1051091,0.0,2,2,10
nm5400943,0.0,2,2,10
nm0019972,0.0,2,2,10
nm4496720,0.0,2,2,10
nm0321047,0.0,2,2,10
nm0660357,0.0,2,2,10
nm7428203,0.0,2,2,10
nm2068715,0.0,2,2,10
nm6596476,0.0,2,2,10
nm1172764,0.0,2,2,10
nm0507097,0.0,2,2,10
nm8672061,0.0,2,2,10
nm8712537,0.0,2,2,10
nm4145450,0.0,2,2,10
nm5318612,0.0,2,2,10
nm0342399,0.0,2,2,10
nm0640669,0.0,2,2,10
nm0341289,0.0,2,2,10
nm11844260,0.0,2,2,10
nm0183698,0.0,2,2,10
nm1464987,0.0,2,2,10
nm3833201,0.0,2,2,10
nm0899681,0.0,2,2,10
nm7661798,0.0,2,2,10
nm0039162,0.0,2,2,10
nm9689239,0.0,2,2,10
nm5216674,0.0,2,2,10
nm2724431,0.0,2,2,10
nm0501999,0.0,2,2,10
nm1382520,0.0,2,2,10
nm10832523,0.0,2,2,10
nm9321976,0.0,2,2,10
nm10663114,0.0,2,2,10
nm0337020,0.0,2,2,10
nm3825890,0.0,2,2,10
nm1032698,0.0,2,2,10
nm4937798,0.0,2,2,10
nm0630149,0.0,2,2,10
nm0633604,0.0,2,2,10
nm2626729,0.0,2,2,10
nm2945443,0.0,2,2,10
nm0629762,0.0,2,2,10
nm3735340,0.0,2,2,10
nm3997201,0.0,2,2,10
nm2555508,0.0,2,2,10
nm1995518,0.0,2,2,10
nm11194853,0.0,2,2,10
nm5408297,0.0,2,2,10
nm6345766,0.0,2,2,10
nm2830921,0.0,2,2,10
nm9386229,0.0,2,2,10
nm10445529,0.0,2,2,10
nm5213022,0.0,2,2,10
nm3998232,0.0,2,2,10
nm8722705,0.0,2,2,10
nm3115672,0.0,2,2,10
nm3588591,0.0,2,2,10
nm0249378,0.0,2,2,10
nm2204675,0.0,2,2,10
nm4941776,0.0,2,2,10
nm13709685,0.0,2,2,10
nm2740432,0.0,2,2,10
nm9465479,0.0,2,2,10
nm2828257,0.0,2,2,10
nm5691930,0.0,2,2,10
nm3859763,0.0,2,2,10
nm5385972,0.0,2,2,10
nm1108188,0.0,2,2,10
nm8305739,0.0,2,2,10
nm0010075,0.0,2,2,10
nm0390229,0.0,2,2,10
nm2062703,0.0,2,2,10
nm0145009,0.0,2,2,10
nm2320740,0.0,2,2,10
nm13711233,0.0,2,2,10
nm13711234,0.0,2,2,10
nm12595343,0.0,2,2,10
nm11253362,0.0,2,2,10
nm3979748,0.0,2,2,10
nm0001218,0.0,2,2,10
nm6757431,0.0,2,2,10
nm3164080,0.0,2,2,10
nm10472416,0.0,2,2,10
nm6125416,0.0,2,2,10
nm1837990,0.0,2,2,10
nm4124639,0.0,2,2,10
nm0095746,0.0,2,2,10
nm1072959,0.0,2,2,10
nm4197984,0.0,2,2,10
nm11283975,0.0,2,2,10
nm8323958,0.0,2,2,10
nm12051167,0.0,2,2,10
nm13134361,0.0,2,2,10
nm4877630,0.0,2,2,10
nm1505364,0.0,2,2,10
nm4758544,0.0,2,2,10
nm0917060,0.0,2,2,10
nm3117780,0.0,2,2,10
nm2316016,0.0,2,2,10
nm5824806,0.0,2,2,10
nm1047968,0.0,2,2,10
nm12083304,0.0,2,2,10
nm0244432,0.0,2,2,10
nm11884404,0.0,2,2,10
nm8346956,0.0,2,2,10
nm9137651,0.0,2,2,10
nm0312334,0.0,2,2,10
nm8530399,0.0,2,2,10
nm8293944,0.0,2,2,10
nm1178525,0.0,2,2,10
nm0533884,0.0,2,2,10
nm0531734,0.0,2,2,10
nm1335292,0.0,2,2,10
nm0243678,0.0,2,2,10
nm0001663,0.0,2,2,10
nm3615514,0.0,2,2,10
nm9692502,0.0,2,2,10
nm0668702,0.0,2,2,10
nm1660027,0.0,2,2,10
nm6021290,0.0,2,2,10
nm7718443,0.0,2,2,10
nm5756305,0.0,2,2,10
nm1082823,0.0,2,2,10
nm5531364,0.0,2,2,10
nm10814744,0.0,2,2,10
nm11689578,0.0,2,2,10
nm1895271,0.0,2,2,10
nm1705467,0.0,2,2,10
nm0042336,0.0,2,2,10
nm1971004,0.0,2,2,10
nm7636245,0.0,2,2,10
nm0217221,0.0,2,2,10
nm8133624,0.0,2,2,10
nm8493111,0.0,2,2,10
nm7624031,0.0,2,2,10
nm0498083,0.0,2,2,10
nm6364830,0.0,2,2,10
nm5045671,0.0,2,2,10
nm8488639,0.0,2,3,11
nm4240263,0.0,2,3,11
nm1069800,880.0,2,3,11
nm0651456,0.0,2,3,11
nm1102278,1144.0,2,3,11
nm6970024,0.0,2,3,11
nm4425051,1127.0,2,3,11
nm0609150,0.0,2,3,11
nm3678876,0.0,2,3,11
nm1900772,452.0,2,3,11
nm3929195,1008.0,2,3,11
nm0670408,0.0,2,3,11
nm0000223,0.0,2,3,11
nm2281371,581.0,2,3,11
nm3901596,0.0,2,3,11
nm0193639,0.0,2,3,11
nm2003700,518.0,2,3,11
nm1307435,0.0,2,3,11
nm1756121,743.0,2,3,11
nm4981734,0.0,2,3,11
nm0266422,0.0,2,3,11
nm0881631,1121.0,2,3,11
nm4666051,0.0,2,3,11
nm2130844,0.0,2,3,11
nm6288116,0.0,2,3,11
nm0072648,0.0,2,3,11
nm7068138,0.0,2,3,11
nm0637992,0.0,2,3,11
nm4007618,0.0,2,3,11
nm5092703,0.0,2,3,11
nm7343952,0.0,2,3,11
nm6150071,940.0,2,3,11
nm0265994,0.0,2,3,11
nm5102131,0.0,2,3,11
nm0948580,0.0,2,3,11
nm0877304,0.0,2,3,11
nm2002239,0.0,2,3,11
nm5973363,0.0,2,3,11
nm9339903,0.0,2,3,11
nm6844613,0.0,2,3,11
nm4415642,0.0,2,3,11
nm0261170,0.0,2,3,11
nm0028625,0.0,2,3,11
nm3398072,0.0,2,3,11
nm10104439,0.0,2,3,11
nm4538459,0.0,2,3,11
nm5044034,0.0,2,3,11
nm1854087,0.0,2,3,11
nm0057217,0.0,2,3,11
nm2671505,0.0,2,3,11
nm0998489,0.0,2,3,11
nm0022306,966.0,2,3,11
nm7928115,0.0,2,3,11
nm9656790,0.0,2,3,11
nm0020329,0.0,2,3,11
nm2063213,0.0,2,3,11
nm6325955,0.0,2,3,11
nm1395410,0.0,2,3,11
nm1828818,0.0,2,3,11
nm1219099,0.0,2,3,11
nm6736759,0.0,2,3,11
nm7325131,0.0,2,3,11
nm7836038,0.0,2,3,11
nm1416900,175.0,2,3,11
nm0007664,0.0,2,3,11
nm7232332,847.0,2,3,11
nm0005120,0.0,2,3,11
nm0035334,0.0,2,3,11
nm9481962,0.0,2,3,11
nm2631436,0.0,2,3,11
nm9125441,0.0,2,3,11
nm0677310,0.0,2,3,11
nm7811049,0.0,2,3,11
nm3823884,0.0,2,3,11
nm5784413,0.0,2,3,11
nm6575546,0.0,2,3,11
nm1569513,0.0,2,3,11
nm4468899,0.0,2,3,11
nm7747190,0.0,2,3,11
nm1845550,0.0,2,3,11
nm7609013,0.0,2,3,11
nm6922083,0.0,2,3,11
nm1868511,0.0,2,3,11
nm8968714,0.0,2,3,11
nm10858730,0.0,2,3,11
nm9684220,0.0,2,3,11
nm0369241,0.0,2,3,11
nm2694584,0.0,2,3,11
nm0000708,0.0,2,3,11
nm3194791,0.0,2,3,11
nm1997152,124.0,2,3,11
nm2970187,0.0,2,3,11
nm10858875,0.0,2,3,11
nm0865626,0.0,2,3,11
nm2366996,0.0,2,3,11
nm6932113,0.0,2,3,11
nm9139453,0.0,2,3,11
nm4455452,0.0,2,3,11
nm2599365,0.0,2,3,11
nm0451039,0.0,2,3,11
nm0736622,0.0,2,3,11
nm10492805,0.0,2,3,11
nm0005286,0.0,2,3,11
nm0005346,0.0,2,3,11
nm10858865,0.0,2,3,11
nm4763657,0.0,2,3,11
nm9162660,0.0,2,3,11
nm6914631,0.0,2,3,11
nm0715250,0.0,2,3,11
nm0231283,0.0,2,3,11
nm10858866,0.0,2,3,11
nm10113394,0.0,2,3,11
nm8632185,0.0,2,3,11
nm2854706,0.0,2,3,11
nm0067289,0.0,2,3,11
nm7596733,0.0,2,3,11
nm9351811,0.0,2,3,11
nm3784038,0.0,2,3,11
nm0732309,235.0,2,3,11
nm2649618,0.0,2,3,11
nm3127378,0.0,2,3,11
nm10858907,0.0,2,3,11
nm0064769,0.0,2,3,11
nm0177684,0.0,2,3,11
nm7486145,0.0,2,3,11
nm8968713,0.0,2,3,11
nm0002064,444.0,2,3,11
nm7426827,0.0,2,3,11
nm10859043,0.0,2,3,11
nm4877882,0.0,2,3,11
nm10800302,0.0,2,3,11
nm10503336,0.0,2,3,11
nm11831982,0.0,2,3,11
nm8443632,0.0,2,3,11
nm5316223,115.0,2,3,11
nm1561803,0.0,2,3,11
nm4484458,0.0,2,3,11
nm1938954,0.0,2,3,11
nm2436618,0.0,2,3,11
nm3664430,0.0,2,3,11
nm1400028,0.0,2,3,11
nm3730354,0.0,2,3,11
nm3790450,0.0,2,3,11
nm2588460,0.0,2,3,11
nm0372961,42.0,2,3,11
nm2251731,946.0,2,3,11
nm4707628,57.0,2,3,11
nm1341875,0.0,2,3,11
nm7805172,279.0,2,3,11
nm8829871,0.0,2,3,11
nm0652663,0.0,2,3,11
nm10651052,0.0,2,3,11
nm3086344,0.0,2,3,11
nm0804670,0.0,2,3,11
nm8621079,0.0,2,3,11
nm0391738,0.0,2,3,11
nm0510499,1274.0,2,3,11
nm0126260,193.0,2,3,11
nm1942245,205.0,2,3,11
nm0625664,143.0,2,3,11
nm1051091,50.0,2,3,11
nm5400943,45.0,2,3,11
nm0019972,44.0,2,3,11
nm4496720,42.0,2,3,11
nm0321047,38.0,2,3,11
nm0660357,33.0,2,3,11
nm7428203,0.0,2,3,11
nm2068715,0.0,2,3,11
nm6596476,0.0,2,3,11
nm1172764,0.0,2,3,11
nm0507097,0.0,2,3,11
nm8672061,0.0,2,3,11
nm8712537,0.0,2,3,11
nm4145450,0.0,2,3,11
nm5318612,0.0,2,3,11
nm0342399,0.0,2,3,11
nm0640669,0.0,2,3,11
nm0341289,0.0,2,3,11
nm11844260,0.0,2,3,11
nm0183698,0.0,2,3,11
nm1464987,0.0,2,3,11
nm3833201,0.0,2,3,11
nm0899681,0.0,2,3,11
nm7661798,0.0,2,3,11
nm0039162,0.0,2,3,11
nm9689239,0.0,2,3,11
nm5216674,0.0,2,3,11
nm2724431,0.0,2,3,11
nm0501999,0.0,2,3,11
nm1382520,0.0,2,3,11
nm10832523,0.0,2,3,11
nm9321976,0.0,2,3,11
nm10663114,0.0,2,3,11
nm0337020,0.0,2,3,11
nm3825890,0.0,2,3,11
nm1032698,0.0,2,3,11
nm4937798,0.0,2,3,11
nm0630149,0.0,2,3,11
nm0633604,0.0,2,3,11
nm2626729,0.0,2,3,11
nm2945443,0.0,2,3,11
nm0629762,0.0,2,3,11
nm3735340,0.0,2,3,11
nm3997201,0.0,2,3,11
nm2555508,0.0,2,3,11
nm1995518,0.0,2,3,11
nm11194853,0.0,2,3,11
nm5408297,0.0,2,3,11
nm6345766,0.0,2,3,11
nm2830921,0.0,2,3,11
nm9386229,0.0,2,3,11
nm10445529,0.0,2,3,11
nm5213022,0.0,2,3,11
nm3998232,0.0,2,3,11
nm8722705,0.0,2,3,11
nm3115672,0.0,2,3,11
nm3588591,0.0,2,3,11
nm0249378,0.0,2,3,11
nm2204675,0.0,2,3,11
nm4941776,0.0,2,3,11
nm13709685,0.0,2,3,11
nm2740432,0.0,2,3,11
nm9465479,0.0,2,3,11
nm2828257,0.0,2,3,11
nm5691930,0.0,2,3,11
nm3859763,0.0,2,3,11
nm5385972,0.0,2,3,11
nm1108188,0.0,2,3,11
nm8305739,0.0,2,3,11
nm0010075,0.0,2,3,11
nm0390229,0.0,2,3,11
nm2062703,0.0,2,3,11
nm0145009,0.0,2,3,11
nm2320740,0.0,2,3,11
nm13711233,0.0,2,3,11
nm13711234,0.0,2,3,11
nm12595343,0.0,2,3,11
nm11253362,0.0,2,3,11
nm3979748,0.0,2,3,11
nm0001218,0.0,2,3,11
nm6757431,0.0,2,3,11
nm3164080,0.0,2,3,11
nm10472416,0.0,2,3,11
nm6125416,0.0,2,3,11
nm1837990,0.0,2,3,11
nm4124639,0.0,2,3,11
nm0095746,0.0,2,3,11
nm1072959,0.0,2,3,11
nm4197984,0.0,2,3,11
nm11283975,0.0,2,3,11
nm8323958,0.0,2,3,11
nm12051167,0.0,2,3,11
nm13134361,0.0,2,3,11
nm4877630,0.0,2,3,11
nm1505364,0.0,2,3,11
nm4758544,0.0,2,3,11
nm0917060,0.0,2,3,11
nm3117780,0.0,2,3,11
nm2316016,0.0,2,3,11
nm5824806,0.0,2,3,11
nm1047968,0.0,2,3,11
nm12083304,0.0,2,3,11
nm0244432,0.0,2,3,11
nm11884404,0.0,2,3,11
nm8346956,0.0,2,3,11
nm9137651,0.0,2,3,11
nm0312334,0.0,2,3,11
nm8530399,0.0,2,3,11
nm8293944,0.0,2,3,11
nm1178525,0.0,2,3,11
nm0533884,0.0,2,3,11
nm0531734,0.0,2,3,11
nm1335292,0.0,2,3,11
nm0243678,0.0,2,3,11
nm0001663,0.0,2,3,11
nm3615514,0.0,2,3,11
nm9692502,0.0,2,3,11
nm0668702,0.0,2,3,11
nm1660027,0.0,2,3,11
nm6021290,0.0,2,3,11
nm7718443,0.0,2,3,11
nm5756305,0.0,2,3,11
nm1082823,0.0,2,3,11
nm5531364,0.0,2,3,11
nm10814744,0.0,2,3,11
nm11689578,0.0,2,3,11
nm1895271,0.0,2,3,11
nm1705467,0.0,2,3,11
nm0042336,0.0,2,3,11
nm1971004,0.0,2,3,11
nm7636245,0.0,2,3,11
nm0217221,0.0,2,3,11
nm8133624,0.0,2,3,11
nm8493111,0.0,2,3,11
nm7624031,0.0,2,3,11
nm0498083,0.0,2,3,11
nm6364830,0.0,2,3,11
nm5045671,0.0,2,3,11
nm8488639,0.0,2,4,12
nm4240263,0.0,2,4,12
nm1069800,213.0,2,4,12
nm0651456,0.0,2,4,12
nm1102278,1096.0,2,4,12
nm6970024,33.0,2,4,12
nm4425051,1203.0,2,4,12
nm0609150,0.0,2,4,12
nm3678876,0.0,2,4,12
nm1900772,117.0,2,4,12
nm3929195,1340.0,2,4,12
nm0670408,0.0,2,4,12
nm0000223,409.0,2,4,12
nm2281371,97.0,2,4,12
nm3901596,0.0,2,4,12
nm0193639,0.0,2,4,12
nm2003700,89.0,2,4,12
nm1307435,0.0,2,4,12
nm1756121,92.0,2,4,12
nm4981734,0.0,2,4,12
nm0266422,0.0,2,4,12
nm0881631,952.0,2,4,12
nm4666051,0.0,2,4,12
nm2130844,0.0,2,4,12
nm6288116,0.0,2,4,12
nm0072648,0.0,2,4,12
nm7068138,0.0,2,4,12
nm0637992,0.0,2,4,12
nm4007618,0.0,2,4,12
nm5092703,0.0,2,4,12
nm7343952,95.0,2,4,12
nm6150071,212.0,2,4,12
nm0265994,0.0,2,4,12
nm5102131,0.0,2,4,12
nm0948580,0.0,2,4,12
nm0877304,0.0,2,4,12
nm2002239,0.0,2,4,12
nm5973363,111.0,2,4,12
nm9339903,0.0,2,4,12
nm6844613,0.0,2,4,12
nm4415642,100.0,2,4,12
nm0261170,0.0,2,4,12
nm0028625,0.0,2,4,12
nm3398072,0.0,2,4,12
nm10104439,0.0,2,4,12
nm4538459,0.0,2,4,12
nm5044034,0.0,2,4,12
nm1854087,0.0,2,4,12
nm0057217,0.0,2,4,12
nm2671505,0.0,2,4,12
nm0998489,0.0,2,4,12
nm0022306,1066.0,2,4,12
nm7928115,0.0,2,4,12
nm9656790,0.0,2,4,12
nm0020329,0.0,2,4,12
nm2063213,0.0,2,4,12
nm6325955,0.0,2,4,12
nm1395410,0.0,2,4,12
nm1828818,0.0,2,4,12
nm1219099,0.0,2,4,12
nm6736759,0.0,2,4,12
nm7325131,0.0,2,4,12
nm7836038,0.0,2,4,12
nm1416900,688.0,2,4,12
nm0007664,0.0,2,4,12
nm7232332,126.0,2,4,12
nm0005120,0.0,2,4,12
nm0035334,0.0,2,4,12
nm9481962,0.0,2,4,12
nm2631436,0.0,2,4,12
nm9125441,0.0,2,4,12
nm0677310,0.0,2,4,12
nm7811049,0.0,2,4,12
nm3823884,0.0,2,4,12
nm5784413,0.0,2,4,12
nm6575546,0.0,2,4,12
nm1569513,0.0,2,4,12
nm4468899,0.0,2,4,12
nm7747190,0.0,2,4,12
nm1845550,0.0,2,4,12
nm7609013,0.0,2,4,12
nm6922083,0.0,2,4,12
nm1868511,0.0,2,4,12
nm8968714,0.0,2,4,12
nm10858730,0.0,2,4,12
nm9684220,0.0,2,4,12
nm0369241,0.0,2,4,12
nm2694584,0.0,2,4,12
nm0000708,0.0,2,4,12
nm3194791,0.0,2,4,12
nm1997152,0.0,2,4,12
nm2970187,0.0,2,4,12
nm10858875,0.0,2,4,12
nm0865626,0.0,2,4,12
nm2366996,0.0,2,4,12
nm6932113,0.0,2,4,12
nm9139453,0.0,2,4,12
nm4455452,0.0,2,4,12
nm2599365,0.0,2,4,12
nm0451039,0.0,2,4,12
nm0736622,0.0,2,4,12
nm10492805,0.0,2,4,12
nm0005286,0.0,2,4,12
nm0005346,0.0,2,4,12
nm10858865,0.0,2,4,12
nm4763657,0.0,2,4,12
nm9162660,0.0,2,4,12
nm6914631,0.0,2,4,12
nm0715250,0.0,2,4,12
nm0231283,0.0,2,4,12
nm10858866,0.0,2,4,12
nm10113394,0.0,2,4,12
nm8632185,0.0,2,4,12
nm2854706,0.0,2,4,12
nm0067289,0.0,2,4,12
nm7596733,0.0,2,4,12
nm9351811,0.0,2,4,12
nm3784038,0.0,2,4,12
nm0732309,140.0,2,4,12
nm2649618,0.0,2,4,12
nm3127378,0.0,2,4,12
nm10858907,0.0,2,4,12
nm0064769,0.0,2,4,12
nm0177684,0.0,2,4,12
nm7486145,0.0,2,4,12
nm8968713,0.0,2,4,12
nm0002064,0.0,2,4,12
nm7426827,0.0,2,4,12
nm10859043,0.0,2,4,12
nm4877882,0.0,2,4,12
nm10800302,0.0,2,4,12
nm10503336,0.0,2,4,12
nm11831982,0.0,2,4,12
nm8443632,0.0,2,4,12
nm5316223,0.0,2,4,12
nm1561803,0.0,2,4,12
nm4484458,0.0,2,4,12
nm1938954,0.0,2,4,12
nm2436618,0.0,2,4,12
nm3664430,0.0,2,4,12
nm1400028,0.0,2,4,12
nm3730354,0.0,2,4,12
nm3790450,0.0,2,4,12
nm2588460,0.0,2,4,12
nm0372961,76.0,2,4,12
nm2251731,294.0,2,4,12
nm4707628,0.0,2,4,12
nm1341875,0.0,2,4,12
nm7805172,277.0,2,4,12
nm8829871,0.0,2,4,12
nm0652663,0.0,2,4,12
nm10651052,0.0,2,4,12
nm3086344,0.0,2,4,12
nm0804670,0.0,2,4,12
nm8621079,0.0,2,4,12
nm0391738,0.0,2,4,12
nm0510499,0.0,2,4,12
nm0126260,0.0,2,4,12
nm1942245,0.0,2,4,12
nm0625664,0.0,2,4,12
nm1051091,0.0,2,4,12
nm5400943,0.0,2,4,12
nm0019972,0.0,2,4,12
nm4496720,0.0,2,4,12
nm0321047,0.0,2,4,12
nm0660357,0.0,2,4,12
nm7428203,28.0,2,4,12
nm2068715,28.0,2,4,12
nm6596476,26.0,2,4,12
nm1172764,213.0,2,4,12
nm0507097,307.0,2,4,12
nm8672061,111.0,2,4,12
nm8712537,103.0,2,4,12
nm4145450,0.0,2,4,12
nm5318612,0.0,2,4,12
nm0342399,0.0,2,4,12
nm0640669,0.0,2,4,12
nm0341289,0.0,2,4,12
nm11844260,0.0,2,4,12
nm0183698,0.0,2,4,12
nm1464987,0.0,2,4,12
nm3833201,0.0,2,4,12
nm0899681,0.0,2,4,12
nm7661798,0.0,2,4,12
nm0039162,0.0,2,4,12
nm9689239,0.0,2,4,12
nm5216674,0.0,2,4,12
nm2724431,0.0,2,4,12
nm0501999,0.0,2,4,12
nm1382520,0.0,2,4,12
nm10832523,0.0,2,4,12
nm9321976,0.0,2,4,12
nm10663114,0.0,2,4,12
nm0337020,0.0,2,4,12
nm3825890,0.0,2,4,12
nm1032698,0.0,2,4,12
nm4937798,0.0,2,4,12
nm0630149,0.0,2,4,12
nm0633604,0.0,2,4,12
nm2626729,0.0,2,4,12
nm2945443,0.0,2,4,12
nm0629762,0.0,2,4,12
nm3735340,0.0,2,4,12
nm3997201,0.0,2,4,12
nm2555508,0.0,2,4,12
nm1995518,0.0,2,4,12
nm11194853,0.0,2,4,12
nm5408297,0.0,2,4,12
nm6345766,0.0,2,4,12
nm2830921,0.0,2,4,12
nm9386229,0.0,2,4,12
nm10445529,0.0,2,4,12
nm5213022,0.0,2,4,12
nm3998232,0.0,2,4,12
nm8722705,0.0,2,4,12
nm3115672,0.0,2,4,12
nm3588591,0.0,2,4,12
nm0249378,0.0,2,4,12
nm2204675,0.0,2,4,12
nm4941776,0.0,2,4,12
nm13709685,0.0,2,4,12
nm2740432,0.0,2,4,12
nm9465479,0.0,2,4,12
nm2828257,0.0,2,4,12
nm5691930,0.0,2,4,12
nm3859763,0.0,2,4,12
nm5385972,0.0,2,4,12
nm1108188,0.0,2,4,12
nm8305739,0.0,2,4,12
nm0010075,0.0,2,4,12
nm0390229,0.0,2,4,12
nm2062703,0.0,2,4,12
nm0145009,0.0,2,4,12
nm2320740,0.0,2,4,12
nm13711233,0.0,2,4,12
nm13711234,0.0,2,4,12
nm12595343,0.0,2,4,12
nm11253362,0.0,2,4,12
nm3979748,0.0,2,4,12
nm0001218,0.0,2,4,12
nm6757431,0.0,2,4,12
nm3164080,0.0,2,4,12
nm10472416,0.0,2,4,12
nm6125416,0.0,2,4,12
nm1837990,0.0,2,4,12
nm4124639,0.0,2,4,12
nm0095746,0.0,2,4,12
nm1072959,0.0,2,4,12
nm4197984,0.0,2,4,12
nm11283975,0.0,2,4,12
nm8323958,0.0,2,4,12
nm12051167,0.0,2,4,12
nm13134361,0.0,2,4,12
nm4877630,0.0,2,4,12
nm1505364,0.0,2,4,12
nm4758544,0.0,2,4,12
nm0917060,0.0,2,4,12
nm3117780,0.0,2,4,12
nm2316016,0.0,2,4,12
nm5824806,0.0,2,4,12
nm1047968,0.0,2,4,12
nm12083304,0.0,2,4,12
nm0244432,0.0,2,4,12
nm11884404,0.0,2,4,12
nm8346956,0.0,2,4,12
nm9137651,0.0,2,4,12
nm0312334,0.0,2,4,12
nm8530399,0.0,2,4,12
nm8293944,0.0,2,4,12
nm1178525,0.0,2,4,12
nm0533884,0.0,2,4,12
nm0531734,0.0,2,4,12
nm1335292,0.0,2,4,12
nm0243678,0.0,2,4,12
nm0001663,0.0,2,4,12
nm3615514,0.0,2,4,12
nm9692502,0.0,2,4,12
nm0668702,0.0,2,4,12
nm1660027,0.0,2,4,12
nm6021290,0.0,2,4,12
nm7718443,0.0,2,4,12
nm5756305,0.0,2,4,12
nm1082823,0.0,2,4,12
nm5531364,0.0,2,4,12
nm10814744,0.0,2,4,12
nm11689578,0.0,2,4,12
nm1895271,0.0,2,4,12
nm1705467,0.0,2,4,12
nm0042336,0.0,2,4,12
nm1971004,0.0,2,4,12
nm7636245,0.0,2,4,12
nm0217221,0.0,2,4,12
nm8133624,0.0,2,4,12
nm8493111,0.0,2,4,12
nm7624031,0.0,2,4,12
nm0498083,0.0,2,4,12
nm6364830,0.0,2,4,12
nm5045671,0.0,2,4,12
nm8488639,0.0,2,5,13
nm4240263,0.0,2,5,13
nm1069800,423.0,2,5,13
nm0651456,0.0,2,5,13
nm1102278,721.0,2,5,13
nm6970024,0.0,2,5,13
nm4425051,1021.0,2,5,13
nm0609150,0.0,2,5,13
nm3678876,0.0,2,5,13
nm1900772,282.0,2,5,13
nm3929195,463.0,2,5,13
nm0670408,0.0,2,5,13
nm0000223,0.0,2,5,13
nm2281371,564.0,2,5,13
nm3901596,0.0,2,5,13
nm0193639,163.0,2,5,13
nm2003700,147.0,2,5,13
nm1307435,0.0,2,5,13
nm1756121,534.0,2,5,13
nm4981734,0.0,2,5,13
nm0266422,0.0,2,5,13
nm0881631,1289.0,2,5,13
nm4666051,0.0,2,5,13
nm2130844,0.0,2,5,13
nm6288116,0.0,2,5,13
nm0072648,0.0,2,5,13
nm7068138,0.0,2,5,13
nm0637992,0.0,2,5,13
nm4007618,0.0,2,5,13
nm5092703,0.0,2,5,13
nm7343952,123.0,2,5,13
nm6150071,160.0,2,5,13
nm0265994,0.0,2,5,13
nm5102131,0.0,2,5,13
nm0948580,0.0,2,5,13
nm0877304,0.0,2,5,13
nm2002239,0.0,2,5,13
nm5973363,0.0,2,5,13
nm9339903,0.0,2,5,13
nm6844613,0.0,2,5,13
nm4415642,0.0,2,5,13
nm0261170,0.0,2,5,13
nm0028625,0.0,2,5,13
nm3398072,0.0,2,5,13
nm10104439,0.0,2,5,13
nm4538459,0.0,2,5,13
nm5044034,0.0,2,5,13
nm1854087,0.0,2,5,13
nm0057217,149.0,2,5,13
nm2671505,0.0,2,5,13
nm0998489,149.0,2,5,13
nm0022306,765.0,2,5,13
nm7928115,0.0,2,5,13
nm9656790,0.0,2,5,13
nm0020329,0.0,2,5,13
nm2063213,0.0,2,5,13
nm6325955,0.0,2,5,13
nm1395410,0.0,2,5,13
nm1828818,0.0,2,5,13
nm1219099,0.0,2,5,13
nm6736759,0.0,2,5,13
nm7325131,0.0,2,5,13
nm7836038,0.0,2,5,13
nm1416900,0.0,2,5,13
nm0007664,0.0,2,5,13
nm7232332,215.0,2,5,13
nm0005120,0.0,2,5,13
nm0035334,0.0,2,5,13
nm9481962,0.0,2,5,13
nm2631436,0.0,2,5,13
nm9125441,0.0,2,5,13
nm0677310,0.0,2,5,13
nm7811049,0.0,2,5,13
nm3823884,0.0,2,5,13
nm5784413,0.0,2,5,13
nm6575546,0.0,2,5,13
nm1569513,0.0,2,5,13
nm4468899,0.0,2,5,13
nm7747190,0.0,2,5,13
nm1845550,0.0,2,5,13
nm7609013,0.0,2,5,13
nm6922083,0.0,2,5,13
nm1868511,0.0,2,5,13
nm8968714,0.0,2,5,13
nm10858730,0.0,2,5,13
nm9684220,0.0,2,5,13
nm0369241,0.0,2,5,13
nm2694584,0.0,2,5,13
nm0000708,0.0,2,5,13
nm3194791,0.0,2,5,13
nm1997152,142.0,2,5,13
nm2970187,0.0,2,5,13
nm10858875,0.0,2,5,13
